Borough,NTAName,SiteName,SiteAddr,Hosted_By,Open_Month,Day_Hours,Notes,Website,BoroCD,CouncilDis,ct2010,BBL,BIN,Latitude,Longitude,PolicePrec,Object ID,Location Point
Brooklyn,Brownsville,*CLOSED FOR THE SEASON* Iso Student Farm,"514 Rockaway Avenue, Brooklyn, NY 11212",Volunteers at Isabahlia LOE Foundation,"Seasonal, April-October",Fridays and Saturdays (Start Time: 9:00 AM - End Time:  1:00 PM),"Not accepted: meat, bones, or dairy",https://www.isabahlialoefinc.org/,316,41,,,,40.6674207,-73.9102833,73,6822,POINT (-73.9102833 40.6674207)
Manhattan,Hell's Kitchen,Hudson River Park's Pier 84 at W. 44th St.,Pier 84 at W. 44th St. near dog park,Staff at Hudson River Park,Year Round,Every day (Start Time: 7:00 AM - End Time:  7:00 PM),"Not accepted: meat, bones, or dairy",https://hudsonriverpark.org/the-park/sustainability/community-compost-program/,104,3,,,,40.76346,-74.00025,18,6733,POINT (-74.00025 40.76346)
Bronx,University Heights (North)-Fordham,NW Loring Place North & Hall of Fame Terrace,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,207,14,,,,,,52,7108,
Staten Island,Tompkinsville-Stapleton-Clifton-Fox Hills,Staten Island Urban Center,208 Bay Street,Staten Island Urban Center,Year Round,Saturdays (Start Time: 11:00 AM - End Time:  1:30 PM),"Not accepted: meat, bones, or dairy",www.siurbancenter.org,501,49,,,,40.6369271,-74.0767091,120,7177,POINT (-74.0767091 40.6369271)
Brooklyn,Bushwick (West),NE Bushwick Avenue & Suydam Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,304,34,,,,,,83,6939,
Brooklyn,Crown Heights (North),SW Schenectady Avenue & Lincoln Place,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,308,35,,,,,,77,6866,
Queens,Sunnyside Yards (South),Sunnyside Greenmarket,Skillman Ave between 42nd St. and 43rd St.,GrowNYC,Year Round,Saturdays (Start Time: 8:00 AM - End Time:  12:00 PM),"Not accepted: meat, bones, or dairy",grownyc.org/compost,402,26,,,,40.746948,-73.921208,108,7145,POINT (-73.921208 40.746948)
Manhattan,Morningside Heights,Columbia Sunday Greenmarket,Broadway between 114th St. and 115th St.,GrowNYC,Year Round,Sundays (Start Time: 8:00 AM - End Time:  12:00 PM),"Not accepted: meat, bones, or dairy",grownyc.org/compost,109,7,,,,40.807138,-73.96437,26,6750,POINT (-73.96437 40.807138)
Brooklyn,Canarsie,Rockaway Parkway,1425 Rockaway Pkwy,GrowNYC,Year Round,Wednesday (Start Time: 10:00 AM - End Time:  2:00 PM),"Not accepted: meat, bones, dairy",grownyc.org/compost,318,46,,,,40.645419,-73.902365,69,7086,POINT (-73.902365 40.645419)
Brooklyn,Bedford-Stuyvesant (East),SE Throop Avenue & Hart Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,303,36,,,,,,79,6881,
Manhattan,Inwood,SE Broadway & Academy Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,112,10,,,,,,34,6913,
Brooklyn,Bushwick (East),NW Irving Avenue & Weirfield Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,304,37,,,,,,83,6976,
Manhattan,Financial District-Battery Park City,SmartComposting: One New York Plaza,One New York Plaza (Corner of Broad and Water Streets),Alliance for Downtown New York,Year Round,24/7,"Scan QR code on the bin to drop-off! Accepts all types of food scraps, including meat & dairy.",https://downtownny.com/compost/,101,1,,,,40.70287,-74.01163,1,6707,POINT (-74.01163 40.70287)
Manhattan,Harlem (South),SW West 112 Street	& 5th Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,110,9,,,,,,28,6797,
Brooklyn,Bedford-Stuyvesant (East),NW Malcolm X Boulevard & Lafayette Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,303,36,,,,,,81,6839,
Manhattan,East Harlem (South),SE East 106th Street & 3rd Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,111,8,,,,,,23,6817,
Brooklyn,East New York (North),East New York Farms: Ashford Learning Garden,"341 Ashford St, Brooklyn, NY 11207",East New York Farms,March - November,24/7 (Start Time: 24/7 - End Time:  24/7),"Not accepted: meat, bones, or dairy",ucceny.org/enyf-old/compost/,305,42,,,,40.674065,-73.885109,75,7081,POINT (-73.885109 40.674065)
Brooklyn,Crown Heights (North),NE Franklin Avenue & Prospect Place,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,308,35,,,,,,77,6861,
Queens,Astoria (North)-Ditmars-Steinway,Astoria Pug: Ditmars,Ditmars #1 Municipal Parking Field 22-18 33rd Street,Astoria Pug,Year Round,Saturdays (Start Time: 9:00 AM - End Time:  3:45 PM),"Not accepted: meat, bones, or dairy",https://www.instagram.com/astoriapug/?hl=en,401,22,,,,40.774194,-73.911611,114,7044,POINT (-73.911611 40.774194)
Brooklyn,Bushwick (East),NE Knickerbocker Avenue & Putnam Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,304,37,,,,,,83,6971,
Bronx,University Heights (South)-Morris Heights,NE West Burnside Avenue & Sedgewick,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,205,14,,,,,,46,7093,
Bronx,Kingsbridge Heights-Van Cortlandt Village,Kingsbridge Heights Community Center,"3101 Kingsbridge Terrace, Bronx NY 10463",Staff at Kingsbridge Heights Community Center,Year Round,Wednesdays (Start Time: 12:00 PM - End Time:  2:00 PM),"Not accepted: meat, bones, or dairy",www.khcc-nyc.org,208,14,,,,40.877299,-73.900709,50,7118,POINT (-73.900709 40.877299)
Brooklyn,Bushwick (West),SW St. Nicholas Avenue & Willoughby Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,304,34,,,,,,83,6944,
Brooklyn,Bushwick (West),BK Rot,"1309 Dekalb Ave, Brooklyn, NY 11221 (Know Waste Lands Community Garden)",BK Rot,Year Round,Sundays (Start Time: 12:00 PM - End Time:  3:00 PM),"Not accepted: meat, bones, or dairy",BKrot.org,304,34,,,,40.697694,-73.925806,83,6933,POINT (-73.925806 40.697694)
Queens,Astoria (East)-Woodside (North),SW 31st Avenue & 51st Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,401,26,,,,,,114,7029,
Bronx,Mott Haven-Port Morris,Mott Haven Food Scrap Drop-off,545 East 142nd Street,GrowNYC,Year Round,Wednesdays (Start Time: 9:00 AM - End Time:  12:00 PM),"Not accepted: meat, bones, or dairy",grownyc.org/compost,201,8,,,,40.809894,-73.915999,40,6986,POINT (-73.915999 40.809894)
Brooklyn,Cypress Hills,Cypress Hills,"Fulton Street, between Crescent & Hemlock Streets",GrowNYC,Year Round,Fridays (Start Time: 10:00 AM - End Time:  1:00 PM),"Not accepted: meat, bones, or dairy",grownyc.org/compost,305,37,,,,40.683883,-73.871694,75,7076,POINT (-73.871694 40.683883)
Brooklyn,Crown Heights (North),NE Kingston Avenue & Park Place,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,308,36,,,,,,77,6854,
Manhattan,The Battery-Governors Island-Ellis Island-Liberty Island,Governors Island Zero Waste Stations,Several locations throughout Governors Island,NYC Compost Project Hosted by Earth Matter NY,Year Round,Whenever the Island is open to the public  (check ferry schedule) (Start Time: Check ferry schedule - End Time:  Check ferry schedule),,,101,1,,,,40.691403,-74.019696,1,6722,POINT (-74.019696 40.691403)
Queens,Astoria (Central),SE 32nd Street & 31st Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,401,22,,,,,,114,7054,
Brooklyn,Brighton Beach,Brighton Beach Avenue at Coney Island Avenue,"South of Brighton Beach Avenue, between Coney Island Avenue and Brighton 11th Street",NYC Compost Project Hosted by LES Ecology Center,Year Round,Wednesdays (Start Time: 10:00 AM - End Time:  2:00 PM),"Not accepted: meat, bones, or dairy",https://www.lesecologycenter.org/programs/compost/compost-drop-off-locations/,313,48,,,,40.5780034,-73.9591672,60,6785,POINT (-73.9591672 40.5780034)
Brooklyn,Prospect Lefferts Gardens-Wingate,Maple Street Community Garden,"237 Maple St, Brooklyn, NY 11225",Maple Street Community Garden,Year Round,Wednesdays and Saturdays (Start Time: 10:30 AM - End Time:  12:30 PM),"Not accepted: meat, bones, or dairy",www.maplestreetcommunitygarden.com,309,40,,,,40.66085,-73.95283,71,6906,POINT (-73.95283 40.66085)
Manhattan,Upper West Side-Manhattan Valley,97th Street Greenmarket,W 97th St and Amsterdam Ave,GrowNYC,Year Round,Fridays (Start Time: 8:00 AM - End Time:  12:30 PM),"Not accepted: meat, bones, or dairy",grownyc.org/compost,107,7,181,,,40.794717,-73.969552,24,6729,POINT (-73.969552 40.794717)
Brooklyn,Bushwick (East),NE Bushwick Avenue & Vanderveer Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,304,37,,,,,,83,6961,
Manhattan,Harlem (North),Abyssinian Tot Lot,"130 W 139th St, New York, NY 10030",GrowNYC and the Malcolm X Boulevard Beautification Group,Year Round,Saturday (Start Time: 8:00 AM - End Time:  12:30 PM),,grownyc.org/compost,110,9,,,,40.8172313,-73.9408451,32,6790,POINT (-73.9408451 40.8172313)
Brooklyn,Prospect Heights,NW Classon Avenue & Park Place,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,308,35,,,,,,77,6878,
Queens,Astoria (Central),NE 31st Avenue & 37th Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,401,22,,,,,,114,7049,
Brooklyn,Bedford-Stuyvesant (West),SW Tompkins Avenue & Putnam Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,303,36,,,,,,79,6885,
Brooklyn,Bushwick (East),NW Central Avenue & Hancock Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,304,37,,,,,,83,6958,
Staten Island,Westerleigh-Castleton Corners,NE Victory Blvd & Slosson Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,501,50,,,,,,120,7181,
Manhattan,Washington Heights (South),SW Amsterdam Avenue & West 160th Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,112,10,,,,,,33,6917,
Manhattan,Hamilton Heights-Sugar Hill,SW West 147th Street & Amsterdam Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,109,7,,,,,,30,6746,
Manhattan,Morningside Heights,SW West 112 Street & Broadway,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,109,7,,,,,,26,6753,
Brooklyn,Bushwick (West),SW Knickerbocker Avenue & Jefferson Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,304,34,,,,,,83,6943,
Bronx,Belmont,NW East 183rd Street & Washington Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,206,15,,,,,,48,7104,
Queens,Corona,Corona,"Roosevelt Ave at 103 Street, Queens",GrowNYC,Year Round,Fridays (Start Time: 8:00 AM - End Time:  1:30 PM),"Not accepted: meat, bones, or dairy",grownyc.org/compost,404,21,,,,40.749728,-73.862513,110,7017,POINT (-73.862513 40.749728)
Staten Island,Annadale-Huguenot-Prince's Bay-Woodrow,Pleasant Plains,Bloomingdale Rd and Drumgoole Road East,Snug Harbor Youth,Year Round,Mondays (Start Time: 12:00 PM - End Time:  2:00 PM),"Not accepted: meat, bones, or dairy",https://snug-harbor.org/,503,51,,,,40.52797,-74.216605,123,7149,POINT (-74.216605 40.52797)
Manhattan,Financial District-Battery Park City,SmartComposting: Wall & Pearl Streets,Wall and Pearl Streets (Southwest corner),Alliance for Downtown New York,Year Round,24/7,"Scan QR code on the bin to drop-off! Accepts all types of food scraps, including meat & dairy.",https://downtownny.com/compost/,101,1,,,,40.70559,-74.00812,1,6711,POINT (-74.00812 40.70559)
Manhattan,Manhattanville-West Harlem,NE Convent Avenue & W 130 Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,109,7,,,,,,26,6758,
Queens,East Elmhurst,*CLOSED FOR THE SEASON* McIntosh Neighborhood Association,"25-16 McIntosh St, East Elmhurst, NY, 11369",,April - November,Every 3rd Saturday of the month (Start Time: 10:00 AM - End Time:  12:00 PM),"Not accepted: meat, bones, or dairy",https://bqlt.org/garden/mcintosh-neighborhood-garden,403,21,,,,40.7640828,-73.8695398,115,7022,POINT (-73.8695398 40.7640828)
Manhattan,East Harlem (North),SE Pleasant Avenue & East 120 Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,111,8,,,,,,25,6810,
Manhattan,Murray Hill-Kips Bay,St. Vartan Park,Near the 1st Ave. & E 36th St. entrance,Alliance for Kips Bay with PS281 Green Team and PS116 PTA,Year Round,Saturdays (Start Time: 10:00 AM - End Time:  4:00 PM),"Not accepted: meat, bones, or dairy",bit.ly/StVartanCompost,106,4,,,,40.745061,-73.973126,17,6929,POINT (-73.973126 40.745061)
Brooklyn,Bushwick (East),NW St. Nicholas Avenue & Linden Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,304,37,,,,,,83,6975,
Brooklyn,Flatbush,Flatbush Junction Food Scrap Drop-off,Hillel Pl & Flatbush Ave,GrowNYC,Year Round,Fridays (Start Time: 8:30 AM - End Time:  2:30 PM),"Not accepted: meat, bones, or dairy",grownyc.org/compost,314,45,,,,40.632583,-73.948111,70,7072,POINT (-73.948111 40.632583)
Brooklyn,Bedford-Stuyvesant (East),NW Malcolm X Boulevard & Bainbridge Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,303,36,,,,,,81,6842,
Queens,Astoria (Central),SE Crescent Street & 30th Drive,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,401,22,,,,,,114,7061,
Brooklyn,Bedford-Stuyvesant (East),Bed Stuy Fresh Food Box,Decatur St and Lewis Ave,GrowNYC,Year Round,Saturdays (Start Time: 11:00 AM - End Time:  3:00 PM),"Not accepted: meat, bones, or dairy",grownyc.org/compost,303,36,,,,40.68133,-73.93481,81,6829,POINT (-73.93481 40.68133)
Manhattan,Lower East Side,Grand Street & Clinton Street,Grand Street & Clinton Street,NYC Compost Project Hosted by LES Ecology Center,Year Round,Mondays (Start Time: 9:00 AM - End Time:  2:00 PM),"Not accepted: meat, bones, or dairy",https://www.lesecologycenter.org/programs/compost/compost-drop-off-locations/,103,1,,,,40.715889,-73.986861,7,6726,POINT (-73.986861 40.715889)
Bronx,Melrose,*CLOSED FOR THE SEASON* Lincoln Hospital Greenmarket,149th St between Park Ave and Morris Ave,GrowNYC,Spring - November 19,Fridays (Start Time: 8:00 AM - End Time:  12:00 PM),"Not accepted: meat, bones, or dairy",grownyc.org/compost,201,17,,,,40.817685,-73.924225,40,6990,POINT (-73.924225 40.817685)
Queens,Queensbridge-Ravenswood-Dutch Kills,SW 40th Avenue & 21st Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,401,26,,,,,,114,7039,
Queens,Rego Park,The Compost Collective,"The corner of Yellowstone Blvd, and Kessel Street Forest Hills, NY 11375",The Compost Collective,Year Round (Except February),Saturdays (Start Time: 12:00 PM - End Time:  2:00 PM),"Not accepted: meat, bones, or dairy",https://www.facebook.com/pg/thecompostcollective/about/?ref=page_internal,406,30,,,,40.71645,-73.85778,112,7136,POINT (-73.85778 40.71645)
Bronx,Kingsbridge-Marble Hill,CLOSED FOR THE SEASON: Mediator's Composting Initiative,"260 West 231 Street Bronx, NY 10463",The Earth Ministry of The Church of The Mediator,Year Round,Saturdays (Start Time: 10:00 AM - End Time:  12:00 PM),"Donation: 25 cents per pound. Drop off location is by Bx7, Bx10, BX1 bus stop. Not accepted: meat, bones, or dairy",https://www.instagram.com/mediator_garden_and_composting/,208,11,,,,40.879849,-73.906856,50,7121,POINT (-73.906856 40.879849)
Brooklyn,Bedford-Stuyvesant (West),NE Bedford Avenue & Madison Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,303,36,,,,,,79,6889,
Queens,Rockaway Beach-Arverne-Edgemere,Edgemere Farm,"385 Beach 45th St, Far Rockaway, NY 11691",Volunteers at Edgemere Farm,Year Round,"Wednesdays, Thursdays, Fridays, and Saturdays (Start Time: 10:00 AM - End Time:  Wednesday-Friday at 5:00PM; Saturdays at 3:00PM)","Not accepted: meat, bones, or dairy",http://www.edgemerefarm.org/,414,31,,,,40.595012,-73.7765544,101,7166,POINT (-73.7765544 40.595012)
Manhattan,Midtown South-Flatiron-Union Square,Madison Square Park Food Scrap Drop-off,23rd St & Broadway,GrowNYC,Year Round,Wednesdays (Start Time: 8:00 AM - End Time:  1:00 PM),"Not accepted: meat, bones, or dairy",grownyc.org/compost,105,3,,,,40.741669,-73.988969,13,6902,POINT (-73.988969 40.741669)
Manhattan,Upper East Side-Lenox Hill-Roosevelt Island,Roosevelt Island Farmers Market,"543 Main St, New York, NY 10044",Haki Compost Collective,Year Round,Saturdays (Start Time: 9:00 AM - End Time:  2:00 PM),"Not accepted: meat, bones, or dairy",https://www.instagram.com/hakicompost/,108,5,,,,40.761833,-73.950139,114,7034,POINT (-73.950139 40.761833)
Brooklyn,Bensonhurst,Bay Parkway at 66th Street,east of Bay Parkway between 66th Street & West 8th Street,NYC Compost Project Hosted by LES Ecology Center,Year Round,Tuesdays (Start Time: 10:00 AM - End Time:  2:00 PM),"Not accepted: meat, bones, or dairy",https://www.lesecologycenter.org/programs/compost/compost-drop-off-locations/,311,43,,,,40.613046,-73.982115,62,6770,POINT (-73.982115 40.613046)
Bronx,Fordham Heights,SE Field Place & Morris Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,205,14,,,,,,46,7089,
Brooklyn,Crown Heights (North),NE Rogers Avenue & Prospect Place,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,308,36,,,,,,77,6857,
Brooklyn,Prospect Heights,NW Vanderbilt Avenue & Prospect Place,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,308,35,,,,,,78,6775,
Manhattan,East Village,1st Ave and 1st St,First Avenue between Houston and First Street (West Side),NYC Compost Project Hosted by LES Ecology Center,Year Round,Mondays (Start Time: 9:00 AM - End Time:  2:00 PM),"Not accepted: meat, bones, or dairy",https://www.lesecologycenter.org/programs/compost/compost-drop-off-locations/,103,2,,,,40.723183,-73.988622,9,6921,POINT (-73.988622 40.723183)
Brooklyn,Prospect Heights,NE Underhill Avenue & Park Place,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,308,35,,,,,,77,6874,
Queens,Forest Hills,Forest Hills Greenmarket,MacDonald Park: Queens Blvd and 70th Ave,GrowNYC and the Forest Hills Green Team,Year Round,Sundays (Start Time: 9:00 AM - End Time:  1:00 PM),"Not accepted: meat, bones, or dairy",grownyc.org/compost,406,29,,,,40.721268,-73.846877,112,7134,POINT (-73.846877 40.721268)
Bronx,Norwood,SE Kings College Place & Gun Hill Road,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,207,11,,,,,,52,7117,
Brooklyn,Downtown Brooklyn-DUMBO-Boerum Hill,Vinegar Hill Community Garden,"199 York St, Brooklyn, NY 11201",Members of Vinegar Hill Community Garden,Year Round,Sundays (Start Time: 11:30 AM - End Time:  2:00 PM),"Not accepted: meat, bones, or dairy",https://groundcycle.org/,302,33,,,,40.701501,-73.98263,84,6985,POINT (-73.98263 40.701501)
Bronx,Soundview-Bruckner-Bronx River,NE Taylor Avenue & Archer Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,209,18,,,,,,43,7007,
Bronx,Mount Eden-Claremont (West),SE East 171st Street & Walton Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,204,16,,,,,,44,7002,
Brooklyn,Crown Heights (North),NE Schenectady Avenue & Prospect Place,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,308,36,,,,,,77,6853,
Manhattan,Hamilton Heights-Sugar Hill,Jenny's Garden,699 West 138th Street,Jenny's Garden,Year Round,Sundays (Start Time: 12:00 PM - End Time:  1:00 PM),"Year Round: check social media for open hour updates + November - March only open on Saturday 11-12pm. ""WEATHER PERMITTING! Check IG/FB for weekend updates. Not accepted: meat, bones, or dairy Please DO NOT leave bags of food scraps by gate when the gard",https://www.facebook.com/JennysGardenRiverside,109,7,225,,,40.823225,-73.95617,30,6743,POINT (-73.95617 40.823225)
Staten Island,Snug Harbor,Compost Demonstration Site at Snug Harbor Cultural Center & Botanical Garden,Compost Demonstration Site at Snug Harbor Cultural Center & Botanical Garden 1000 Richmond Terrace,NYC Compost Project Hosted by Snug Harbor Cultural Center & Botanical Garden,Year Round,Every Day (Start Time: Dawn - End Time:  Dusk),"Not accepted: meat, bones, or dairy",www.snug-harbor.org,501,49,,,,40.641619,-74.1012686,120,7168,POINT (-74.1012686 40.641619)
Manhattan,East Harlem (North),NW East 109th Street & 2nd Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,111,8,,,,,,23,6814,
Manhattan,The Battery-Governors Island-Ellis Island-Liberty Island,*CLOSED FOR THE SEASON* Governors Island Compost Learning Center,758 Enright Rd,NYC Compost Project Hosted by Earth Matter NY,May 1- November 1,Saturdays and Sundays (Start Time: 12:00 PM - End Time:  4:00 PM),,,101,1,5,,,40.6871579,-74.0201142,1,6721,POINT (-74.0201142 40.6871579)
Queens,Astoria (Central),SE 31st Avenue & Crescent Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,401,22,,,,,,114,7057,
Brooklyn,Crown Heights (North),1100 Bergen Street Community Garden,"1107 Bergen Street, Brooklyn, NY 11216",Volunteers at 1100 Bergen Street Community Garden,Year Round,Sundays (Start Time: 10:00 AM - End Time:  3:00 PM),"Not accepted: meat, bones, or dairy",https://bqlt.org/garden/1100-block-bergen-st-community-garden,308,36,,,,40.67629,-73.94925,77,6846,POINT (-73.94925 40.67629)
Manhattan,Financial District-Battery Park City,SmartComposting: Bowling Green (South),Bowling Green (inside south entrance),Alliance for Downtown New York,Year Round,"6 am ? 7:30, or when park gates are open","Scan QR code on the bin to drop-off! Accepts all types of food scraps, including meat & dairy.",https://downtownny.com/compost/,101,1,13,,,40.70477,-74.01368,1,6714,POINT (-74.01368 40.70477)
Brooklyn,Ocean Hill,NW Howard Avenue & Herkimer Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,303,41,,,,,,81,6825,
Staten Island,Mariner's Harbor-Arlington-Graniteville,SW Maple Parkway & Walloon Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,501,49,,,,,,121,7153,
Brooklyn,Crown Heights (North),NW New York Avenue & Prospect Place,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,308,36,,,,,,77,6848,
Queens,Astoria (East)-Woodside (North),Astoria Pug: Newtown,"30-36 41st Street, Astoria, NY",Astoria Pug,Year Round,Fridays (Start Time: 11:00 AM - End Time:  4:30 PM),"Not accepted: meat, bones, or dairy",https://www.instagram.com/astoriapug/?hl=en,401,22,,,,40.762667,-73.915111,114,7030,POINT (-73.915111 40.762667)
Staten Island,St. George-New Brighton,NE Layton Avenue & Jersey Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,501,49,,,,,,120,7173,
